Student_Unique_ID,Age,Gender,Home_Location,Family_Income,Attendance_Rate,Study_Hours,Past_Failures,Previous_Score,Exam_Score,Internet_Access,Sleep_Hours,Motivation_Level,Peer_Influence,Smoking_Habits,Alcohol_Use,Sports_Participation,Cultural_Activities,Club_Membership,Leadership_Role,Volunteer_Hours,Competitions_Attended,Awards_Received,Creative_Projects,Performance_Label,Region,Class,Section,Parental_Education_Level,Parental_Occupation,Study_Environment,Access_to_Tutoring,Mental_Health_Status,Nutrition_Quality,Transport_Mode,Device_Availability
S8_S_D_0042,13,Male,Suburban,Medium,83.44,5.0,0,72.06,95.66,Yes,7.6,High,Neutral,No,Yes,Yes,No,Yes,Yes,10,6,0,2,Low,South,8th,D,High School,Teacher,Noisy,No,Stressed,Poor,Walk,No
S6_W_B_0046,12,Male,Urban,Low,87.82,4.9,2,87.63,77.74,No,4.4,Low,Positive,Yes,Yes,No,No,No,No,9,3,4,3,Medium,West,6th,B,Bachelor,Unemployed,Quiet,Yes,Stable,Poor,Cycle,No
S10_N_A_0048,16,Female,Urban,Medium,78.96,5.4,0,46.92,64.33,No,4.7,High,Neutral,No,No,Yes,No,Yes,Yes,12,3,4,2,Low,North,10th,A,Master,Teacher,Noisy,No,Stressed,Average,Bus,No
S8_S_B_0034,14,Female,Urban,Low,76.18,1.8,1,99.2,41.45,No,5.7,High,Positive,Yes,Yes,Yes,No,Yes,No,0,3,2,2,High,South,8th,B,High School,Teacher,Noisy,No,Stable,Average,Cycle,Yes
S10_E_A_0051,15,Male,Urban,High,75.66,3.8,2,64.58,76.21,No,5.5,Medium,Positive,No,No,No,No,No,Yes,5,8,0,4,Medium,East,10th,A,Master,Teacher,Quiet,Yes,Anxious,Average,Cycle,No
S12_S_B_0036,17,Male,Urban,High,89.73,4.0,1,93.58,70.84,No,5.4,Low,Negative,No,No,Yes,Yes,No,Yes,18,8,3,0,High,South,12th,B,Master,Farmer,Quiet,No,Stressed,Average,Bus,No
S7_E_B_0043,13,Male,Suburban,Low,96.33,3.6,3,55.54,46.13,Yes,4.4,Medium,Neutral,Yes,No,No,Yes,No,No,16,7,4,4,High,East,7th,B,,Farmer,Noisy,Yes,Stable,Average,Bus,Yes
S12_W_C_0047,17,Female,Urban,Medium,98.28,1.6,2,92.56,58.35,Yes,8.7,Low,Neutral,Yes,Yes,No,No,No,Yes,12,6,1,4,Medium,West,12th,C,Bachelor,Farmer,Noisy,Yes,Stable,Poor,Car,No
S7_E_A_0056,13,Female,Suburban,Medium,97.18,3.9,3,91.85,70.28,Yes,8.5,High,Positive,Yes,Yes,Yes,No,No,No,17,1,4,2,High,East,7th,A,High School,Engineer,Quiet,No,Stable,Poor,Car,No
S6_W_B_0047,12,Male,Suburban,Medium,86.21,1.4,3,61.56,43.19,No,8.9,Medium,Negative,No,No,Yes,No,Yes,Yes,5,5,3,0,Low,West,6th,B,Bachelor,Teacher,Quiet,Yes,Stable,Poor,Bus,No
S8_E_D_0046,13,Female,Suburban,Low,80.17,3.2,1,90.58,63.77,No,7.2,Low,Negative,Yes,No,Yes,No,No,Yes,13,8,4,0,Low,East,8th,D,Master,Teacher,Noisy,No,Anxious,Good,Cycle,No
S7_N_A_0031,13,Male,Urban,Medium,88.61,3.7,0,59.69,90.93,Yes,7.8,Low,Neutral,No,Yes,No,No,Yes,Yes,6,0,0,1,Low,North,7th,A,,Unemployed,Quiet,Yes,Anxious,Good,Cycle,No
S12_N_B_0055,17,Female,Rural,Low,78.08,2.2,0,53.7,65.73,Yes,6.6,Medium,Positive,Yes,No,Yes,No,Yes,Yes,13,1,1,2,Low,North,12th,B,Bachelor,Unemployed,Shared,Yes,Anxious,Poor,Walk,Yes
S10_N_A_0049,15,Male,Suburban,High,79.91,1.0,0,62.44,87.78,No,8.3,Medium,Positive,Yes,No,Yes,No,No,No,4,7,3,0,High,North,10th,A,,Engineer,Quiet,Yes,Anxious,Average,Cycle,Yes
S9_W_C_0048,14,Female,Suburban,High,89.29,1.9,2,83.03,96.38,No,5.7,High,Negative,Yes,No,No,No,Yes,Yes,4,7,1,1,Low,West,9th,C,High School,Unemployed,Quiet,Yes,Stressed,Good,Walk,Yes
S7_W_C_0046,12,Male,Suburban,Low,83.2,5.5,2,83.67,73.6,No,5.4,Low,Negative,No,No,Yes,Yes,Yes,Yes,6,3,4,4,Low,West,7th,C,,Engineer,Quiet,Yes,Stable,Average,Cycle,Yes
S12_E_B_0035,17,Male,Urban,High,82.16,3.5,3,97.91,50.15,No,6.8,Low,Neutral,Yes,No,Yes,No,No,No,0,8,0,4,Low,East,12th,B,Bachelor,Engineer,Noisy,Yes,Stressed,Good,Cycle,No
S10_N_A_0050,15,Male,Suburban,High,81.23,4.5,3,90.76,78.93,Yes,7.0,High,Neutral,Yes,Yes,No,Yes,No,Yes,12,7,1,3,Medium,North,10th,A,,Teacher,Noisy,Yes,Anxious,Average,Bus,Yes
S11_W_B_0051,16,Male,Suburban,Low,92.31,2.5,3,61.94,48.55,No,4.6,High,Negative,Yes,Yes,No,Yes,Yes,No,7,9,3,4,Medium,West,11th,B,High School,Engineer,Shared,Yes,Anxious,Good,Car,No
S12_E_A_0038,17,Male,Urban,Low,86.08,1.2,3,87.5,95.41,Yes,6.1,Medium,Positive,Yes,No,Yes,No,No,No,9,9,3,3,Low,East,12th,A,Bachelor,Teacher,Noisy,No,Stressed,Average,Walk,No
S10_W_B_0045,15,Male,Urban,High,84.56,4.8,2,86.45,61.48,No,4.3,Low,Neutral,Yes,No,No,Yes,No,Yes,18,7,4,1,Medium,West,10th,B,Bachelor,Unemployed,Shared,Yes,Anxious,Good,Walk,No
S9_W_A_0050,15,Male,Urban,Low,90.64,3.7,3,55.62,86.78,No,4.2,High,Neutral,Yes,Yes,No,No,No,Yes,15,1,2,3,High,West,9th,A,Master,Engineer,Noisy,No,Stable,Average,Walk,Yes
S7_W_A_0046,13,Female,Urban,Medium,93.72,4.4,1,84.2,55.8,No,4.4,Medium,Negative,Yes,Yes,Yes,Yes,No,Yes,16,5,3,3,Low,West,7th,A,Master,Unemployed,Quiet,No,Stable,Good,Cycle,No
S7_E_A_0057,13,Female,Suburban,High,75.8,3.2,2,92.77,51.83,Yes,5.5,High,Positive,No,No,No,No,Yes,Yes,18,3,2,4,Low,East,7th,A,,Teacher,Shared,Yes,Stable,Good,Car,Yes
S6_S_A_0044,12,Male,Suburban,Low,79.38,5.6,3,57.75,82.28,No,4.6,Medium,Neutral,Yes,Yes,No,No,Yes,No,0,6,3,0,Medium,South,6th,A,Master,Teacher,Shared,No,Stressed,Average,Walk,No
S10_E_D_0048,15,Female,Rural,Low,76.12,2.9,2,75.43,89.33,Yes,8.0,Medium,Positive,Yes,Yes,Yes,No,Yes,No,17,5,4,1,Medium,East,10th,D,Bachelor,Teacher,Quiet,No,Stressed,Poor,Cycle,Yes
S7_S_A_0044,12,Male,Rural,High,88.9,2.9,2,46.9,78.06,No,4.9,Low,Positive,Yes,No,No,No,Yes,Yes,13,7,0,4,Medium,South,7th,A,,Engineer,Noisy,No,Anxious,Good,Cycle,No
S9_N_D_0048,14,Female,Rural,Low,78.01,2.8,0,79.96,86.17,Yes,7.1,Medium,Positive,No,Yes,Yes,No,No,Yes,18,8,4,1,Medium,North,9th,D,Master,Unemployed,Quiet,No,Stressed,Poor,Car,No
S10_S_D_0040,15,Female,Suburban,Medium,84.83,4.7,2,62.75,72.25,Yes,5.8,High,Neutral,No,No,No,Yes,Yes,No,11,4,2,1,Medium,South,10th,D,High School,Unemployed,Quiet,Yes,Stable,Good,Car,Yes
S9_W_A_0051,14,Female,Urban,Low,91.15,2.5,3,49.51,51.08,Yes,4.4,Medium,Positive,No,No,Yes,No,Yes,No,18,6,1,0,High,West,9th,A,Master,Farmer,Noisy,No,Stable,Average,Bus,Yes
S12_N_D_0043,17,Female,Suburban,Low,76.92,5.3,2,56.63,95.69,No,8.6,High,Negative,Yes,Yes,Yes,Yes,No,No,3,7,3,0,Medium,North,12th,D,,Farmer,Noisy,Yes,Anxious,Poor,Car,Yes
S10_S_B_0040,15,Male,Urban,Low,75.05,4.0,3,57.89,61.28,Yes,5.3,Medium,Neutral,No,Yes,No,Yes,No,No,17,8,4,3,High,South,10th,B,,Farmer,Quiet,No,Stable,Average,Bus,No
S12_S_A_0050,17,Male,Urban,High,75.22,2.7,3,94.36,78.48,No,5.5,Low,Neutral,Yes,Yes,Yes,Yes,No,Yes,9,1,2,0,Low,South,12th,A,,Engineer,Noisy,No,Stable,Good,Bus,No
S8_W_D_0046,14,Male,Suburban,Low,93.3,3.9,2,53.72,77.6,Yes,5.5,Medium,Positive,Yes,No,No,Yes,Yes,Yes,16,9,0,3,Low,West,8th,D,Bachelor,Engineer,Noisy,Yes,Stressed,Average,Car,No
S9_W_C_0049,14,Male,Suburban,High,88.47,1.1,1,71.73,52.27,No,5.0,Medium,Negative,Yes,No,Yes,No,Yes,No,0,4,2,3,Medium,West,9th,C,High School,Engineer,Shared,Yes,Stressed,Good,Bus,Yes
S9_W_B_0039,15,Male,Suburban,Low,81.27,4.0,0,51.7,86.88,Yes,5.6,High,Neutral,No,No,Yes,Yes,Yes,Yes,16,2,3,4,Low,West,9th,B,,Engineer,Shared,No,Anxious,Poor,Bus,Yes
S8_E_B_0042,14,Female,Suburban,Low,95.63,1.2,1,40.62,93.32,Yes,7.6,Low,Negative,Yes,Yes,Yes,No,Yes,Yes,13,1,4,2,High,East,8th,B,High School,Farmer,Quiet,No,Stable,Good,Cycle,Yes
S12_E_D_0042,17,Male,Urban,Low,81.04,3.8,1,44.38,71.98,Yes,5.6,Medium,Negative,No,No,No,Yes,No,No,19,0,1,3,Low,East,12th,D,High School,Engineer,Quiet,Yes,Anxious,Average,Car,Yes
S11_N_B_0044,16,Female,Rural,Low,80.88,6.0,3,46.59,64.16,No,5.4,Low,Neutral,No,No,No,Yes,No,No,9,8,3,4,High,North,11th,B,Bachelor,Unemployed,Shared,No,Anxious,Poor,Bus,No
S6_S_D_0044,12,Male,Suburban,High,90.67,5.8,0,81.73,56.58,Yes,8.8,High,Neutral,Yes,No,Yes,Yes,Yes,No,4,8,2,0,Low,South,6th,D,,Unemployed,Quiet,Yes,Stressed,Average,Walk,No
S6_E_C_0047,11,Male,Urban,Low,80.62,3.6,3,52.66,42.36,No,7.9,Low,Positive,Yes,Yes,No,No,Yes,Yes,6,0,2,1,High,East,6th,C,Master,Unemployed,Quiet,Yes,Stable,Good,Cycle,No
S6_S_C_0038,11,Female,Urban,Low,83.45,2.6,2,61.25,70.26,No,7.0,High,Positive,Yes,No,Yes,No,No,Yes,13,6,2,1,Medium,South,6th,C,Bachelor,Farmer,Quiet,Yes,Stable,Poor,Car,Yes
S9_N_B_0042,15,Male,Urban,Low,97.52,4.1,1,43.52,42.21,No,4.9,Low,Neutral,Yes,Yes,Yes,No,Yes,No,6,8,1,3,High,North,9th,B,Master,Teacher,Quiet,No,Stable,Poor,Walk,Yes
S9_W_C_0050,15,Female,Suburban,High,78.42,1.2,2,83.31,82.68,No,6.5,Low,Positive,Yes,Yes,Yes,Yes,Yes,Yes,5,4,3,1,Medium,West,9th,C,,Teacher,Quiet,No,Stressed,Average,Cycle,Yes
S11_W_C_0037,17,Male,Rural,Low,91.32,2.7,0,49.67,82.01,Yes,4.4,High,Negative,Yes,Yes,No,Yes,No,No,14,5,3,4,Low,West,11th,C,,Farmer,Quiet,Yes,Stable,Average,Cycle,Yes
S9_W_A_0052,15,Male,Urban,High,93.87,4.3,3,71.85,74.79,Yes,6.6,Medium,Positive,No,Yes,Yes,No,No,Yes,13,0,0,0,Medium,West,9th,A,High School,Engineer,Quiet,Yes,Stressed,Average,Cycle,Yes
S10_N_D_0033,15,Female,Suburban,Medium,85.49,4.3,0,76.41,78.56,No,7.5,High,Negative,No,Yes,No,Yes,Yes,Yes,18,4,2,2,Low,North,10th,D,,Farmer,Shared,No,Anxious,Average,Cycle,Yes
S10_S_A_0037,16,Male,Rural,Low,83.05,2.6,3,85.53,60.96,No,6.6,Medium,Negative,No,Yes,No,No,No,Yes,16,1,4,2,High,South,10th,A,High School,Farmer,Shared,Yes,Stressed,Poor,Cycle,Yes
S11_E_A_0038,17,Male,Rural,Low,99.09,4.1,0,89.76,73.81,Yes,8.8,Medium,Neutral,Yes,No,Yes,Yes,No,Yes,3,0,1,3,Low,East,11th,A,,Farmer,Noisy,Yes,Stressed,Good,Bus,Yes
S7_S_B_0031,13,Female,Suburban,Medium,83.39,4.9,0,74.06,89.84,No,4.7,Medium,Neutral,No,Yes,No,No,Yes,No,2,4,3,2,Medium,South,7th,B,Bachelor,Engineer,Quiet,No,Stable,Poor,Bus,Yes
S9_W_C_0051,15,Female,Urban,High,84.52,5.3,2,43.72,55.45,No,6.3,Low,Negative,Yes,Yes,No,No,No,No,16,2,4,1,Low,West,9th,C,Bachelor,Engineer,Quiet,Yes,Stable,Average,Walk,Yes
S11_S_A_0055,16,Male,Rural,High,91.38,4.3,3,95.78,56.16,No,5.0,Low,Positive,No,Yes,Yes,No,Yes,No,3,3,2,1,Medium,South,11th,A,Bachelor,Teacher,Shared,Yes,Stable,Poor,Car,No
S12_E_A_0039,17,Female,Urban,Low,80.32,2.9,3,98.13,54.49,No,8.9,High,Positive,Yes,Yes,Yes,Yes,Yes,Yes,12,9,4,4,Medium,East,12th,A,High School,Unemployed,Quiet,Yes,Anxious,Poor,Bus,No
S7_N_A_0032,13,Male,Suburban,Low,79.04,5.3,3,51.82,85.13,Yes,6.2,Medium,Negative,Yes,No,Yes,Yes,No,No,5,8,0,2,Medium,North,7th,A,High School,Teacher,Noisy,No,Anxious,Poor,Walk,Yes
S11_N_A_0041,16,Female,Urban,Medium,87.48,3.2,3,52.91,91.02,No,5.4,Medium,Negative,No,Yes,Yes,Yes,No,No,2,8,3,1,High,North,11th,A,Master,Teacher,Shared,No,Stressed,Poor,Car,No
S7_E_D_0036,13,Male,Suburban,High,92.84,4.3,2,88.49,79.82,Yes,8.7,High,Negative,Yes,No,No,Yes,Yes,No,16,3,0,3,Medium,East,7th,D,High School,Teacher,Shared,No,Stressed,Good,Bus,Yes
S11_E_A_0039,16,Female,Suburban,Low,84.82,1.8,3,71.68,90.62,No,8.8,Medium,Negative,Yes,Yes,No,No,Yes,Yes,3,4,0,1,Low,East,11th,A,Master,Engineer,Shared,No,Stable,Poor,Cycle,Yes
S12_W_D_0044,17,Male,Suburban,Medium,99.63,2.8,0,66.65,44.49,Yes,6.5,Low,Positive,No,Yes,Yes,Yes,No,No,7,3,1,4,High,West,12th,D,Bachelor,Unemployed,Shared,No,Stressed,Average,Cycle,Yes
S7_W_B_0059,13,Female,Urban,Medium,81.57,3.8,3,95.45,54.93,Yes,6.9,High,Negative,No,No,No,Yes,No,Yes,1,2,0,0,Low,West,7th,B,,Engineer,Quiet,Yes,Stable,Good,Walk,Yes
S7_W_A_0047,13,Female,Rural,Low,76.43,3.0,1,97.08,63.87,No,6.5,Low,Negative,No,No,Yes,No,Yes,Yes,0,6,4,4,Medium,West,7th,A,Bachelor,Teacher,Shared,Yes,Anxious,Good,Car,Yes
S12_W_A_0056,17,Male,Rural,Medium,92.09,5.0,2,72.46,48.09,No,5.2,Medium,Neutral,Yes,Yes,No,No,No,No,8,9,2,1,Low,West,12th,A,Bachelor,Unemployed,Shared,No,Stressed,Good,Car,No
S11_E_A_0040,16,Female,Urban,High,79.24,3.3,0,73.95,82.63,Yes,4.9,Low,Negative,No,Yes,No,Yes,No,Yes,17,8,1,0,Medium,East,11th,A,Master,Unemployed,Quiet,Yes,Stable,Poor,Cycle,Yes
S12_E_A_0040,17,Female,Suburban,Low,95.67,4.6,2,91.8,80.06,No,7.9,High,Neutral,Yes,Yes,Yes,No,No,Yes,2,5,0,0,Medium,East,12th,A,Master,Engineer,Quiet,Yes,Stable,Poor,Bus,Yes
S10_E_A_0052,15,Male,Suburban,Low,94.63,1.7,0,64.41,41.59,Yes,4.6,High,Negative,Yes,Yes,No,No,Yes,Yes,10,3,4,1,Medium,East,10th,A,Master,Teacher,Noisy,Yes,Anxious,Poor,Walk,Yes
S12_E_B_0036,17,Male,Suburban,High,76.77,5.6,0,68.72,96.15,Yes,7.7,High,Neutral,No,Yes,Yes,No,Yes,No,3,0,4,4,High,East,12th,B,High School,Engineer,Noisy,Yes,Anxious,Good,Car,No
S10_N_D_0034,16,Male,Rural,Medium,99.9,5.8,0,48.03,50.22,No,8.8,Medium,Neutral,Yes,Yes,Yes,Yes,No,Yes,5,4,2,2,Low,North,10th,D,,Unemployed,Noisy,Yes,Anxious,Average,Bus,No
S12_S_D_0036,17,Female,Urban,Medium,83.36,2.1,0,79.62,81.41,Yes,6.9,High,Neutral,No,Yes,No,Yes,Yes,Yes,18,4,0,2,Medium,South,12th,D,Bachelor,Teacher,Noisy,No,Stable,Average,Bus,Yes
S6_W_D_0058,12,Male,Rural,High,77.14,1.1,3,92.17,64.75,Yes,8.1,Low,Positive,Yes,No,Yes,Yes,Yes,No,0,1,0,2,Low,West,6th,D,Bachelor,Unemployed,Shared,No,Stressed,Good,Car,No
S11_E_A_0041,16,Male,Suburban,Low,89.12,4.8,2,68.02,98.96,No,7.7,Low,Positive,No,Yes,Yes,No,Yes,Yes,12,3,2,0,High,East,11th,A,High School,Farmer,Noisy,No,Stable,Poor,Walk,Yes
S7_S_B_0032,13,Female,Urban,Low,86.85,2.6,1,96.0,63.41,Yes,7.9,High,Negative,No,Yes,Yes,No,Yes,No,9,5,2,2,Medium,South,7th,B,,Engineer,Noisy,No,Stressed,Good,Bus,Yes
S7_E_D_0037,13,Female,Urban,Low,79.43,4.8,1,88.63,73.39,No,5.3,Medium,Neutral,No,No,Yes,No,Yes,Yes,2,2,2,1,Low,East,7th,D,,Farmer,Noisy,Yes,Stable,Poor,Car,No
S11_S_B_0044,16,Female,Urban,High,78.87,4.6,2,71.42,98.41,Yes,6.3,Low,Negative,No,Yes,Yes,No,Yes,No,10,1,2,0,Low,South,11th,B,,Unemployed,Noisy,No,Stressed,Average,Walk,Yes
S10_E_C_0055,15,Female,Urban,Medium,84.55,2.2,3,44.45,95.82,No,6.2,Medium,Positive,No,Yes,No,No,Yes,No,2,9,1,4,High,East,10th,C,,Unemployed,Noisy,No,Stressed,Poor,Cycle,Yes
S8_W_D_0047,13,Female,Rural,Low,80.39,4.9,0,84.01,59.05,No,5.7,High,Positive,No,No,No,No,No,Yes,10,4,3,1,High,West,8th,D,,Farmer,Noisy,Yes,Stable,Poor,Walk,Yes
S11_S_A_0056,16,Female,Urban,Low,98.41,1.1,3,90.35,62.82,No,4.1,Medium,Positive,No,No,Yes,No,Yes,No,17,3,1,2,Low,South,11th,A,Bachelor,Engineer,Quiet,No,Stable,Average,Walk,No
S7_W_C_0047,12,Female,Rural,High,90.22,5.0,3,74.67,54.9,No,5.3,High,Negative,Yes,Yes,No,No,No,Yes,16,1,3,2,Low,West,7th,C,,Engineer,Shared,No,Stressed,Average,Bus,Yes
S10_N_A_0051,15,Female,Suburban,High,83.41,4.5,2,72.12,40.76,Yes,6.7,Medium,Neutral,Yes,No,Yes,Yes,Yes,No,15,8,0,4,Low,North,10th,A,Bachelor,Farmer,Shared,Yes,Stressed,Poor,Car,No
S6_S_D_0045,12,Male,Suburban,Medium,93.2,5.9,2,54.05,70.64,No,6.5,Medium,Neutral,Yes,Yes,No,Yes,No,No,18,3,0,0,Medium,South,6th,D,,Teacher,Shared,No,Anxious,Average,Cycle,Yes
S11_S_D_0050,16,Female,Rural,Low,84.51,4.1,3,70.15,96.3,Yes,7.4,High,Positive,No,No,Yes,Yes,Yes,Yes,12,0,2,3,Medium,South,11th,D,Master,Engineer,Shared,No,Stable,Good,Car,Yes
S11_N_A_0042,17,Female,Urban,High,94.23,2.7,3,81.32,61.64,No,8.4,High,Positive,No,Yes,Yes,Yes,No,No,9,6,0,3,Low,North,11th,A,Bachelor,Farmer,Quiet,No,Anxious,Good,Car,No
S7_S_A_0045,13,Female,Rural,Low,87.99,5.2,2,59.91,42.71,Yes,5.7,Medium,Negative,No,No,No,No,No,Yes,0,0,2,2,Medium,South,7th,A,,Unemployed,Noisy,No,Stressed,Poor,Walk,No
S8_W_D_0048,14,Female,Rural,Medium,97.28,2.5,0,81.66,94.74,Yes,8.7,Low,Positive,Yes,Yes,Yes,Yes,No,Yes,0,5,4,0,Medium,West,8th,D,High School,Teacher,Quiet,No,Anxious,Average,Car,No
S8_S_A_0061,13,Female,Urban,Low,76.59,1.8,3,48.43,94.15,No,8.3,Low,Negative,No,No,Yes,Yes,No,No,5,3,2,3,Low,South,8th,A,,Engineer,Shared,No,Stable,Poor,Car,Yes
S7_S_B_0033,13,Female,Rural,Medium,82.45,4.5,3,70.37,50.03,No,8.6,Low,Negative,Yes,No,Yes,No,Yes,No,6,8,4,1,High,South,7th,B,High School,Teacher,Quiet,No,Stable,Good,Cycle,Yes
S6_W_A_0044,11,Female,Suburban,Medium,80.87,2.4,2,72.9,61.54,Yes,4.6,High,Neutral,No,No,Yes,Yes,Yes,No,0,4,0,0,High,West,6th,A,,Farmer,Shared,No,Anxious,Poor,Walk,Yes
S6_E_A_0047,12,Male,Rural,Low,92.49,5.0,2,58.51,99.8,Yes,7.8,High,Positive,Yes,No,No,No,Yes,No,11,6,4,4,Low,East,6th,A,,Farmer,Noisy,Yes,Anxious,Poor,Car,Yes
S7_E_D_0038,13,Female,Urban,Medium,80.14,3.5,2,48.8,97.42,Yes,7.3,Medium,Negative,No,Yes,Yes,Yes,No,Yes,16,4,1,3,High,East,7th,D,,Engineer,Quiet,Yes,Stable,Average,Cycle,Yes
S9_E_C_0043,15,Female,Urban,Medium,82.13,4.7,0,62.0,73.33,Yes,7.6,Medium,Positive,No,No,Yes,Yes,No,No,3,5,0,4,High,East,9th,C,Master,Engineer,Shared,Yes,Stable,Average,Car,No
S6_N_B_0041,12,Male,Suburban,Low,92.42,5.1,3,77.15,55.67,No,5.5,High,Negative,Yes,Yes,Yes,Yes,Yes,No,17,1,1,4,High,North,6th,B,,Farmer,Noisy,Yes,Stressed,Poor,Car,No
S6_W_D_0059,11,Female,Rural,Medium,90.05,1.6,0,78.55,92.41,No,8.9,Medium,Negative,Yes,No,No,Yes,No,No,13,7,4,4,High,West,6th,D,Bachelor,Teacher,Quiet,Yes,Stressed,Good,Cycle,Yes
S11_N_B_0045,16,Female,Rural,High,81.35,3.1,3,57.95,81.86,Yes,8.2,High,Positive,Yes,Yes,Yes,Yes,Yes,No,4,7,4,2,Medium,North,11th,B,High School,Farmer,Noisy,No,Anxious,Poor,Car,No
S11_S_B_0045,16,Male,Urban,Medium,94.44,5.3,1,78.16,96.01,No,6.0,High,Positive,Yes,No,Yes,Yes,Yes,Yes,3,1,0,3,Medium,South,11th,B,High School,Farmer,Quiet,No,Stable,Poor,Car,No
S8_E_D_0047,13,Male,Urban,High,79.34,3.5,3,48.48,44.34,No,7.9,Medium,Neutral,Yes,Yes,No,No,No,Yes,12,1,2,2,Medium,East,8th,D,Bachelor,Farmer,Quiet,No,Stressed,Poor,Cycle,No
S9_N_B_0043,14,Male,Urban,Medium,94.91,2.7,0,46.61,65.15,No,7.7,High,Negative,No,No,No,No,No,No,2,5,1,1,Low,North,9th,B,High School,Farmer,Quiet,No,Stressed,Poor,Bus,No
S10_W_C_0052,16,Female,Rural,Medium,79.48,5.5,3,80.01,88.24,No,9.0,Medium,Neutral,Yes,Yes,No,Yes,Yes,No,7,5,3,3,Medium,West,10th,C,Bachelor,Farmer,Shared,No,Stressed,Poor,Cycle,No
S7_W_C_0048,13,Female,Suburban,High,89.9,2.9,3,86.19,95.17,Yes,4.5,High,Positive,Yes,No,Yes,Yes,Yes,Yes,10,5,1,3,Medium,West,7th,C,Master,Unemployed,Quiet,Yes,Stressed,Average,Bus,No
S10_S_D_0041,15,Male,Rural,Medium,96.6,5.3,2,59.28,66.68,Yes,6.0,High,Positive,No,No,Yes,Yes,Yes,Yes,3,4,1,0,High,South,10th,D,Master,Farmer,Quiet,Yes,Stressed,Average,Walk,No
S6_E_B_0039,12,Male,Rural,Low,76.12,3.8,0,65.61,77.22,Yes,4.9,High,Positive,Yes,No,No,Yes,No,No,4,0,0,4,Medium,East,6th,B,High School,Farmer,Shared,Yes,Stable,Poor,Walk,Yes
S12_S_C_0039,17,Female,Suburban,Low,89.75,3.7,1,43.86,88.04,Yes,5.4,Medium,Neutral,No,Yes,Yes,No,No,Yes,12,8,3,4,Low,South,12th,C,Bachelor,Unemployed,Noisy,Yes,Anxious,Average,Bus,Yes
S10_S_B_0041,15,Male,Urban,Low,94.64,1.7,2,95.49,52.87,No,4.8,High,Neutral,Yes,Yes,No,Yes,Yes,No,5,9,3,3,Medium,South,10th,B,Bachelor,Farmer,Shared,No,Stable,Good,Car,No
S8_E_B_0043,13,Male,Rural,High,85.35,2.6,2,73.52,67.33,Yes,4.6,High,Negative,No,No,No,No,Yes,Yes,16,0,3,3,Low,East,8th,B,Bachelor,Farmer,Quiet,Yes,Stable,Average,Cycle,No
S10_S_D_0042,15,Male,Urban,Medium,98.53,3.7,2,58.58,68.93,Yes,8.5,High,Positive,Yes,Yes,Yes,Yes,No,Yes,3,2,1,3,High,South,10th,D,,Unemployed,Noisy,No,Stable,Good,Walk,No
S11_S_A_0057,16,Male,Urban,Medium,77.31,1.4,2,95.07,64.59,No,7.8,High,Neutral,No,Yes,Yes,No,No,No,4,6,3,1,Medium,South,11th,A,High School,Unemployed,Noisy,Yes,Stable,Poor,Walk,Yes
S11_S_D_0051,16,Male,Suburban,Low,96.64,5.4,0,77.46,58.51,No,8.0,High,Neutral,Yes,No,No,No,Yes,No,12,0,1,1,High,South,11th,D,,Unemployed,Noisy,No,Stable,Poor,Bus,No
S12_E_D_0043,17,Female,Suburban,High,92.77,3.5,0,65.95,73.51,No,8.2,High,Negative,No,No,Yes,No,Yes,No,16,3,0,3,Medium,East,12th,D,High School,Engineer,Noisy,No,Stable,Good,Cycle,No
S6_S_C_0039,12,Male,Rural,Medium,75.1,5.4,1,61.49,88.45,No,7.9,Medium,Neutral,No,No,Yes,No,No,No,12,2,2,3,Medium,South,6th,C,Master,Teacher,Shared,No,Stable,Good,Walk,Yes
S11_N_D_0054,17,Female,Urban,High,97.39,5.4,3,90.05,60.94,Yes,5.6,Low,Negative,Yes,Yes,No,Yes,Yes,No,11,4,0,2,Medium,North,11th,D,,Farmer,Quiet,Yes,Stressed,Good,Walk,Yes
S6_S_C_0040,12,Male,Rural,Medium,98.35,3.7,3,59.75,68.09,Yes,5.0,Low,Negative,Yes,Yes,Yes,No,No,No,6,7,1,0,Low,South,6th,C,Bachelor,Engineer,Noisy,No,Anxious,Poor,Cycle,No
S6_E_A_0048,12,Male,Rural,Low,96.68,1.1,1,53.23,87.53,Yes,6.9,High,Negative,No,Yes,Yes,No,Yes,No,6,5,4,3,Low,East,6th,A,Master,Unemployed,Noisy,No,Stressed,Poor,Bus,No
S6_W_A_0045,11,Female,Rural,High,93.93,5.9,3,51.14,73.5,Yes,7.5,Medium,Positive,Yes,No,Yes,Yes,No,No,15,7,1,2,Medium,West,6th,A,High School,Teacher,Noisy,Yes,Stressed,Good,Walk,No
S6_E_B_0040,12,Male,Urban,High,78.49,2.1,1,78.01,95.19,No,6.1,Low,Neutral,Yes,No,Yes,No,No,Yes,0,0,1,1,High,East,6th,B,Master,Teacher,Quiet,No,Anxious,Good,Cycle,No
S10_N_A_0052,16,Female,Urban,High,82.12,2.7,1,45.3,53.05,Yes,7.6,Low,Neutral,Yes,Yes,No,Yes,No,No,6,6,4,4,Medium,North,10th,A,Bachelor,Teacher,Shared,No,Stable,Poor,Walk,No
